,Document_ID,Token_ID,Token_Name,Count_for_Doc,TF_IDF_for_Doc,Token_Freq_per_Docs,IDF_for_Token
849,0,849,assessment tool,1,0.000980467,0.000187829,1.559615788
850,0,850,assessment treatment,2,0.001960935,0.000375657,1.559615788
853,0,853,assign,1,0.000980467,0.000187829,1.559615788
854,0,854,assign score,1,0.000980467,0.000187829,1.559615788
855,0,855,assigned,1,0.000725568,0.000187829,1.15415068
860,0,860,assist,6,0.005882804,0.001126972,1.559615788
861,0,861,assoc,9,0.00653011,0.001690458,1.15415068
867,0,867,associated disease,9,0.012745988,0.001690458,2.252762968
869,0,869,associated higher,5,0.007081104,0.000939144,2.252762968
870,0,870,associated improved,3,0.002941402,0.000563486,1.559615788
871,0,871,associated increase,4,0.003360744,0.000751315,1.336472237
872,0,872,associated increased,7,0.005078975,0.001314801,1.15415068
874,0,874,associated low,1,0.000980467,0.000187829,1.559615788
875,0,875,associated lower,10,0.009804673,0.001878287,1.559615788
876,0,876,associated myocardial,1,0.000980467,0.000187829,1.559615788
878,0,878,associated reduction,2,0.001960935,0.000375657,1.559615788
879,0,879,associated risk,5,0.00420093,0.000939144,1.336472237
883,0,883,association cardiovascular,6,0.004353407,0.001126972,1.15415068
884,0,884,association cholesterol,1,0.000980467,0.000187829,1.559615788
885,0,885,association circulation,10,0.00840186,0.001878287,1.336472237
886,0,886,association council,2,0.002322643,0.000375657,1.84729786
887,0,887,association diabetes,1,0.001161321,0.000187829,1.84729786
888,0,888,association elevated,1,0.001161321,0.000187829,1.84729786
889,0,889,association expert,1,0.000980467,0.000187829,1.559615788
891,0,891,association physical,1,0.000980467,0.000187829,1.559615788
892,0,892,association study,2,0.001960935,0.000375657,1.559615788
893,0,893,association task,6,0.004353407,0.001126972,1.15415068
894,0,894,association wa,2,0.001960935,0.000375657,1.559615788
896,0,896,assuming,1,0.000980467,0.000187829,1.559615788
898,0,898,astrazeneca,15,0.021243313,0.002817431,2.252762968
901,0,901,asymptomatic child,1,0.001161321,0.000187829,1.84729786
902,0,902,asymptomatic diabetic,2,0.002322643,0.000375657,1.84729786
903,0,903,asymptomatic individual,1,0.000980467,0.000187829,1.559615788
905,0,905,asymptomatic patient,4,0.003360744,0.000751315,1.336472237
909,0,909,asymptomatic population,1,0.001161321,0.000187829,1.84729786
911,0,911,asymptomatic symptomatic,1,0.000840186,0.000187829,1.336472237
915,0,915,atherogenesis,3,0.003483964,0.000563486,1.84729786
919,0,919,atherosclerosis,67,0.048613044,0.012584523,1.15415068
922,0,922,atherosclerosis childhood,1,0.001161321,0.000187829,1.84729786
923,0,923,atherosclerosis circulation,1,0.001161321,0.000187829,1.84729786
928,0,928,atherosclerosis mesa,1,0.000840186,0.000187829,1.336472237
934,0,934,atherosclerosis prevention,10,0.011613214,0.001878287,1.84729786
935,0,935,atherosclerosis risk,3,0.002941402,0.000563486,1.559615788
936,0,936,atherosclerosis society,4,0.004645286,0.000751315,1.84729786
938,0,938,atherosclerosis youth,1,0.001161321,0.000187829,1.84729786
940,0,940,atherosclerotic disease,18,0.017648412,0.003380917,1.559615788
941,0,941,atherosclerotic event,1,0.001161321,0.000187829,1.84729786
942,0,942,atherosclerotic plaque,4,0.004645286,0.000751315,1.84729786
943,0,943,atherosclerotic risk,2,0.001680372,0.000375657,1.336472237
944,0,944,athlete,2,0.002322643,0.000375657,1.84729786
948,0,948,athletic,1,0.000980467,0.000187829,1.559615788
953,0,953,atlas,3,0.003483964,0.000563486,1.84729786
954,0,954,atorvastatin,6,0.005882804,0.001126972,1.559615788
955,0,955,atorvastatin mg,2,0.002322643,0.000375657,1.84729786
956,0,956,atp,1,0.000840186,0.000187829,1.336472237
958,0,958,atrial,6,0.005041116,0.001126972,1.336472237
959,0,959,atrial fibrillation,5,0.00420093,0.000939144,1.336472237
960,0,960,att,1,0.001161321,0.000187829,1.84729786
961,0,961,att collaboration,1,0.001161321,0.000187829,1.84729786
963,0,963,attack,3,0.002176703,0.000563486,1.15415068
964,0,964,attempt,4,0.005664884,0.000751315,2.252762968
966,0,966,attendance,8,0.009290571,0.00150263,1.84729786
967,0,967,attendance religious,6,0.008497325,0.001126972,2.252762968
968,0,968,attention,5,0.00420093,0.000939144,1.336472237
969,0,969,attitude,13,0.018410872,0.002441773,2.252762968
970,0,970,attributable,9,0.007561674,0.001690458,1.336472237
971,0,971,attributable risk,2,0.001960935,0.000375657,1.559615788
972,0,972,attributed,5,0.003627839,0.000939144,1.15415068
980,0,980,australian,1,0.001161321,0.000187829,1.84729786
981,0,981,author,25,0.018139195,0.004695718,1.15415068
984,0,984,autoimmune,14,0.019827092,0.002629602,2.252762968
985,0,985,autoimmune disease,12,0.016994651,0.002253944,2.252762968
986,0,986,automated,4,0.003360744,0.000751315,1.336472237
988,0,988,autonomic,6,0.005882804,0.001126972,1.559615788
989,0,989,autonomic neuropathy,1,0.001161321,0.000187829,1.84729786
991,0,991,av,1,0.000980467,0.000187829,1.559615788
992,0,992,availability,5,0.003627839,0.000939144,1.15415068
994,0,994,available http,11,0.01078514,0.002066116,1.559615788
995,0,995,available public,1,0.000840186,0.000187829,1.336472237
996,0,996,aventis,14,0.019827092,0.002629602,2.252762968
997,0,997,average,22,0.015962492,0.004132231,1.15415068
999,0,999,average year,4,0.003921869,0.000751315,1.559615788
1000,0,1000,avezum,4,0.005664884,0.000751315,2.252762968
1001,0,1001,avoid,11,0.007981246,0.002066116,1.15415068
1002,0,1002,avoided,3,0.003483964,0.000563486,1.84729786
1003,0,1003,avoiding,3,0.002941402,0.000563486,1.559615788
1004,0,1004,aw,4,0.003921869,0.000751315,1.559615788
1006,0,1006,awareness,2,0.001680372,0.000375657,1.336472237
1009,0,1009,ba,9,0.007561674,0.001690458,1.336472237
1011,0,1011,background,1,0.000725568,0.000187829,1.15415068
1013,0,1013,baigent,4,0.003921869,0.000751315,1.559615788
1014,0,1014,baigent blackwell,3,0.002941402,0.000563486,1.559615788
1015,0,1015,bailey,3,0.003483964,0.000563486,1.84729786
1016,0,1016,baker,8,0.006721488,0.00150263,1.336472237
1017,0,1017,bakris,1,0.001161321,0.000187829,1.84729786
1018,0,1018,bakris gl,1,0.001161321,0.000187829,1.84729786
1020,0,1020,balance,6,0.005882804,0.001126972,1.559615788
1022,0,1022,ballantyne,2,0.001680372,0.000375657,1.336472237
1023,0,1023,ballantyne cm,2,0.001960935,0.000375657,1.559615788
1024,0,1024,baltimore,4,0.005664884,0.000751315,2.252762968
1025,0,1025,barlow,1,0.000840186,0.000187829,1.336472237
1026,0,1026,barlow ce,1,0.000980467,0.000187829,1.559615788
1027,0,1027,barrier,6,0.005882804,0.001126972,1.559615788
1028,0,1028,barroso,3,0.003483964,0.000563486,1.84729786
1029,0,1029,base,2,0.001680372,0.000375657,1.336472237
1033,0,1033,based approach,1,0.001161321,0.000187829,1.84729786
1034,0,1034,based cardiac,1,0.001161321,0.000187829,1.84729786
1035,0,1035,based cohort,2,0.001680372,0.000375657,1.336472237
1036,0,1036,based current,2,0.001960935,0.000375657,1.559615788
1037,0,1037,based data,1,0.000840186,0.000187829,1.336472237
1039,0,1039,based guideline,1,0.000980467,0.000187829,1.559615788
1044,0,1044,based prospective,3,0.003483964,0.000563486,1.84729786
1045,0,1045,based recommendation,1,0.000840186,0.000187829,1.336472237
1047,0,1047,based screening,3,0.002520558,0.000563486,1.336472237
1048,0,1048,based study,5,0.00420093,0.000939144,1.336472237
1053,0,1053,baseline value,1,0.001161321,0.000187829,1.84729786
1055,0,1055,basic,6,0.004353407,0.001126972,1.15415068
1060,0,1060,bayer,13,0.015097178,0.002441773,1.84729786
1062,0,1062,bb,6,0.005041116,0.001126972,1.336472237
1063,0,1063,bc,3,0.002941402,0.000563486,1.559615788
1064,0,1064,bd,3,0.002176703,0.000563486,1.15415068
1065,0,1065,beam,2,0.002322643,0.000375657,1.84729786
1068,0,1068,beaton,6,0.008497325,0.001126972,2.252762968
1069,0,1069,becker,1,0.000980467,0.000187829,1.559615788
1070,0,1070,bed,3,0.003483964,0.000563486,1.84729786
1071,0,1071,beer,2,0.001960935,0.000375657,1.559615788
1072,0,1072,began,4,0.003360744,0.000751315,1.336472237
1073,0,1073,begin,7,0.005881302,0.001314801,1.336472237
1075,0,1075,beginning,3,0.002520558,0.000563486,1.336472237
1076,0,1076,behalf,1,0.000980467,0.000187829,1.559615788
1078,0,1078,behav,4,0.003921869,0.000751315,1.559615788
1079,0,1079,behav med,3,0.003483964,0.000563486,1.84729786
1080,0,1080,behavior change,6,0.006967928,0.001126972,1.84729786
1081,0,1081,behavioral,19,0.015963534,0.003568745,1.336472237
1082,0,1082,behavioral change,3,0.003483964,0.000563486,1.84729786
1087,0,1087,belief,38,0.053816394,0.007137491,2.252762968
1088,0,1088,belief practice,6,0.008497325,0.001126972,2.252762968
1091,0,1091,beneficial,15,0.010883517,0.002817431,1.15415068
1092,0,1092,beneficial effect,4,0.003360744,0.000751315,1.336472237
1099,0,1099,benefit patient,3,0.002941402,0.000563486,1.559615788
1100,0,1100,benefit primary,1,0.000980467,0.000187829,1.559615788
1101,0,1101,benefit risk,1,0.000840186,0.000187829,1.336472237
1102,0,1102,benefit screening,1,0.000840186,0.000187829,1.336472237
1103,0,1103,benefit statin,1,0.001161321,0.000187829,1.84729786
1104,0,1104,benefit using,1,0.000840186,0.000187829,1.336472237
1105,0,1105,benefit vitamin,4,0.005664884,0.000751315,2.252762968
1106,0,1106,benjamin,1,0.000840186,0.000187829,1.336472237
1107,0,1107,benjamin ej,1,0.000840186,0.000187829,1.336472237
1108,0,1108,bennett,2,0.001680372,0.000375657,1.336472237
1109,0,1109,benowitz nl,4,0.005664884,0.000751315,2.252762968
1113,0,1113,berg,1,0.000980467,0.000187829,1.559615788
1114,0,1114,berger,1,0.000980467,0.000187829,1.559615788
1116,0,1116,berry,1,0.000840186,0.000187829,1.336472237
1117,0,1117,berry jd,1,0.000840186,0.000187829,1.336472237
1118,0,1118,bertolami,6,0.006967928,0.001126972,1.84729786
1119,0,1119,bertolim,7,0.009913546,0.001314801,2.252762968
1120,0,1120,bertolim précoma,7,0.009913546,0.001314801,2.252762968
1122,0,1122,beta,10,0.007255678,0.001878287,1.15415068
1123,0,1123,beta blocker,5,0.004902337,0.000939144,1.559615788
1124,0,1124,beta carotene,2,0.001960935,0.000375657,1.559615788
1125,0,1125,better,28,0.023525208,0.005259204,1.336472237
1128,0,1128,beverage,9,0.012745988,0.001690458,2.252762968
1129,0,1129,bezafibrate,4,0.004645286,0.000751315,1.84729786
1130,0,1130,bg,4,0.003360744,0.000751315,1.336472237
1131,0,1131,bh,2,0.001451136,0.000375657,1.15415068
1132,0,1132,bhatt,3,0.002941402,0.000563486,1.559615788
1133,0,1133,bhatt dl,2,0.001960935,0.000375657,1.559615788
1134,0,1134,bi,1,0.000840186,0.000187829,1.336472237
1135,0,1135,bias,1,0.000725568,0.000187829,1.15415068
1144,0,1144,billion,3,0.003483964,0.000563486,1.84729786
1145,0,1145,binding,2,0.002322643,0.000375657,1.84729786
1146,0,1146,biobank,2,0.002322643,0.000375657,1.84729786
1149,0,1149,biol,2,0.001680372,0.000375657,1.336472237
1151,0,1151,biolab,16,0.022659534,0.003005259,2.252762968
1152,0,1152,biological,4,0.002902271,0.000751315,1.15415068
1153,0,1153,biology,4,0.003360744,0.000751315,1.336472237
1156,0,1156,biomarkers,3,0.002176703,0.000563486,1.15415068
1160,0,1160,birth,2,0.001960935,0.000375657,1.559615788
1162,0,1162,bittencourt,3,0.003483964,0.000563486,1.84729786
1163,0,1163,bj,2,0.001451136,0.000375657,1.15415068
1164,0,1164,bjsports,1,0.001161321,0.000187829,1.84729786
1166,0,1166,bl,2,0.001451136,0.000375657,1.15415068
1167,0,1167,black,7,0.005078975,0.001314801,1.15415068
1170,0,1170,black woman,3,0.003483964,0.000563486,1.84729786
1171,0,1171,blackwell,6,0.005882804,0.001126972,1.559615788
1173,0,1173,blaha,4,0.003360744,0.000751315,1.336472237
1174,0,1174,blaha mj,4,0.003360744,0.000751315,1.336472237
1175,0,1175,blair,5,0.004902337,0.000939144,1.559615788
1176,0,1176,blair sn,3,0.003483964,0.000563486,1.84729786
1178,0,1178,blanco,4,0.005664884,0.000751315,2.252762968
1179,0,1179,blankstein,2,0.001960935,0.000375657,1.559615788
1180,0,1180,bleeding,6,0.005882804,0.001126972,1.559615788
1189,0,1189,bleeding patient,1,0.001161321,0.000187829,1.84729786
1196,0,1196,blind,7,0.005078975,0.001314801,1.15415068
1198,0,1198,blind placebo,3,0.002520558,0.000563486,1.336472237
1199,0,1199,blinded,1,0.000840186,0.000187829,1.336472237
1200,0,1200,block,1,0.000840186,0.000187829,1.336472237
1202,0,1202,blocker,9,0.00653011,0.001690458,1.15415068
1204,0,1204,blood cholesterol,2,0.001680372,0.000375657,1.336472237
1205,0,1205,blood flow,2,0.001960935,0.000375657,1.559615788
1206,0,1206,blood glucose,6,0.005041116,0.001126972,1.336472237
1207,0,1207,blood institute,2,0.001680372,0.000375657,1.336472237
1208,0,1208,blood lipid,1,0.000980467,0.000187829,1.559615788
1210,0,1210,blumenthal,6,0.006967928,0.001126972,1.84729786
1211,0,1211,blumenthal et,3,0.003483964,0.000563486,1.84729786
1212,0,1212,bm,4,0.002902271,0.000751315,1.15415068
1213,0,1213,bmc,5,0.00420093,0.000939144,1.336472237
1215,0,1215,bmc public,3,0.003483964,0.000563486,1.84729786
1219,0,1219,bmi,12,0.010082232,0.002253944,1.336472237
1220,0,1220,bmi body,1,0.000840186,0.000187829,1.336472237
1222,0,1222,bmi percentile,2,0.002322643,0.000375657,1.84729786
1226,0,1226,bnp,15,0.01470701,0.002817431,1.559615788
1228,0,1228,board,1,0.000840186,0.000187829,1.336472237
1229,0,1229,body composition,4,0.003921869,0.000751315,1.559615788
1230,0,1230,body evidence,1,0.000840186,0.000187829,1.336472237
1232,0,1232,body mass,5,0.003627839,0.000939144,1.15415068
1233,0,1233,body weight,3,0.002941402,0.000563486,1.559615788
1234,0,1234,boehringer,9,0.012745988,0.001690458,2.252762968
1241,0,1241,bone,5,0.004902337,0.000939144,1.559615788
1242,0,1242,borba,6,0.008497325,0.001126972,2.252762968
1243,0,1243,borderline,9,0.007561674,0.001690458,1.336472237
1244,0,1244,borg,6,0.008497325,0.001126972,2.252762968
1247,0,1247,bound,1,0.001161321,0.000187829,1.84729786
1249,0,1249,box,1,0.000980467,0.000187829,1.559615788
1250,0,1250,boy,2,0.002322643,0.000375657,1.84729786
1252,0,1252,bp blood,4,0.003360744,0.000751315,1.336472237
1253,0,1253,bp level,8,0.009290571,0.00150263,1.84729786
1254,0,1254,bp mm,1,0.001161321,0.000187829,1.84729786
1255,0,1255,bp mmhg,8,0.011329767,0.00150263,2.252762968
1256,0,1256,bp reduction,9,0.012745988,0.001690458,2.252762968
1257,0,1257,bp target,7,0.009913546,0.001314801,2.252762968
1258,0,1258,bpm,2,0.001960935,0.000375657,1.559615788
1260,0,1260,br sport,3,0.002941402,0.000563486,1.559615788
1261,0,1261,bra,155,0.180004816,0.029113449,1.84729786
1262,0,1262,bra cardiol,143,0.166068959,0.026859504,1.84729786
1263,0,1263,bra epidemiol,4,0.005664884,0.000751315,2.252762968
1264,0,1264,brachial,3,0.002176703,0.000563486,1.15415068
1265,0,1265,brachial index,3,0.002176703,0.000563486,1.15415068
1266,0,1266,brain,10,0.009804673,0.001878287,1.559615788
1268,0,1268,brain natriuretic,3,0.003483964,0.000563486,1.84729786
1270,0,1270,brandão,6,0.008497325,0.001126972,2.252762968
1271,0,1271,brasil,29,0.041070406,0.005447032,2.252762968
1272,0,1272,brasil ministério,9,0.012745988,0.001690458,2.252762968
1273,0,1273,brasileira,20,0.028324418,0.003756574,2.252762968
1274,0,1274,brasileira cardiologia,13,0.018410872,0.002441773,2.252762968
1275,0,1275,brasileiro,8,0.011329767,0.00150263,2.252762968
1276,0,1276,brasileiro geografia,4,0.005664884,0.000751315,2.252762968
1277,0,1277,brasília,7,0.009913546,0.001314801,2.252762968
1278,0,1278,brawner ca,1,0.001161321,0.000187829,1.84729786
1279,0,1279,brazil,118,0.167114065,0.022163787,2.252762968
1280,0,1280,brazil hospital,11,0.01557843,0.002066116,2.252762968
1281,0,1281,brazil instituto,8,0.011329767,0.00150263,2.252762968
1282,0,1282,brazil universidade,19,0.026908197,0.003568745,2.252762968
1283,0,1283,brazilian,165,0.191618029,0.030991736,1.84729786
1284,0,1284,brazilian guideline,14,0.019827092,0.002629602,2.252762968
1285,0,1285,brazilian population,5,0.007081104,0.000939144,2.252762968
1286,0,1286,brazilian society,121,0.171362728,0.022727273,2.252762968
1287,0,1287,breast,4,0.003921869,0.000751315,1.559615788
1288,0,1288,breastfeeding,6,0.006967928,0.001126972,1.84729786
1289,0,1289,breathing,9,0.008824206,0.001690458,1.559615788
1290,0,1290,brennan,2,0.002322643,0.000375657,1.84729786
1291,0,1291,brief,7,0.005881302,0.001314801,1.336472237
1295,0,1295,brindle,1,0.000980467,0.000187829,1.559615788
1296,0,1296,bring,5,0.007081104,0.000939144,2.252762968
1300,0,1300,broad,1,0.000840186,0.000187829,1.336472237
1301,0,1301,broader,3,0.002176703,0.000563486,1.15415068
1302,0,1302,broadly,3,0.002520558,0.000563486,1.336472237
1303,0,1303,brook,5,0.005806607,0.000939144,1.84729786
1304,0,1304,brook rd,4,0.005664884,0.000751315,2.252762968
1305,0,1305,brown,9,0.007561674,0.001690458,1.336472237
1307,0,1307,bruno,6,0.006967928,0.001126972,1.84729786
1308,0,1308,buck,4,0.005664884,0.000751315,2.252762968
1310,0,1310,budoff,2,0.001960935,0.000375657,1.559615788
1311,0,1311,budoff mj,1,0.000980467,0.000187829,1.559615788
1312,0,1312,bull,9,0.012745988,0.001690458,2.252762968
1313,0,1313,bupropion,24,0.033989301,0.004507889,2.252762968
1314,0,1314,bupropion nicotine,4,0.005664884,0.000751315,2.252762968
1316,0,1316,burden cardiovascular,2,0.002322643,0.000375657,1.84729786
1318,0,1318,burden disease,13,0.012746075,0.002441773,1.559615788
1319,0,1319,buring,2,0.001680372,0.000375657,1.336472237
1320,0,1320,buring je,1,0.000840186,0.000187829,1.336472237
1321,0,1321,burke,4,0.003360744,0.000751315,1.336472237
1323,0,1323,burning,4,0.003921869,0.000751315,1.559615788
1326,0,1326,butler,2,0.001680372,0.000375657,1.336472237
1328,0,1328,ca et,2,0.001680372,0.000375657,1.336472237
1330,0,1330,cac,2,0.001960935,0.000375657,1.559615788
1346,0,1346,cac score,1,0.000980467,0.000187829,1.559615788
1353,0,1353,cacs,17,0.019742464,0.003193088,1.84729786
1354,0,1354,cad,32,0.026885952,0.006010518,1.336472237
1355,0,1355,cad coronary,2,0.001680372,0.000375657,1.336472237
1356,0,1356,cad risk,5,0.005806607,0.000939144,1.84729786
1357,0,1357,cad saúde,4,0.005664884,0.000751315,2.252762968
1363,0,1363,calcification,1,0.000840186,0.000187829,1.336472237
1364,0,1364,calcified,1,0.001161321,0.000187829,1.84729786
1366,0,1366,calcium cac,1,0.000980467,0.000187829,1.559615788
1367,0,1367,calcium cardiovascular,1,0.000980467,0.000187829,1.559615788
1372,0,1372,calcium score,14,0.010157949,0.002629602,1.15415068
1375,0,1375,calcium testing,2,0.002322643,0.000375657,1.84729786
1376,0,1376,calculate,1,0.000725568,0.000187829,1.15415068
1384,0,1384,calculation,1,0.000840186,0.000187829,1.336472237
1386,0,1386,calculator,6,0.005041116,0.001126972,1.336472237
1388,0,1388,calibration,1,0.000840186,0.000187829,1.336472237
1395,0,1395,called,4,0.003921869,0.000751315,1.559615788
1398,0,1398,caloric,6,0.006967928,0.001126972,1.84729786
